samples	BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP	BAMQC_TOTALREADS	BAMQC_PAIREDREADS	BAMQC_PROPPAIREDREADS	BAMQC_UNMAPREADS	BAMQC_MATEUNMAPREADS	BAMQC_SECONDARYREADS	BAMQC_QUALFAILREADS	BAMQC_READSPERSTARTPOINT	BAMQC_AVGREADLENGTH	BAMQC_INSERTMEAN	BAMQC_INSERTSD	BAMQC_SOFTCLIPBASES	BAMQC_HARDCLIPBASES	BAMQC_MISMATCHBASES	callability	purity	ploidy	SLPP	centre	proj_name	sample_type	tissue_type	run	proj_id	miso_id
PROJECT_SQUID-01-0270-TS	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	150.715851	150.715851	63.580217	100	42.1855	63580217	100	17874201780	7386242164	10631.100161	2850.204505	4392.897114	1440873730	75.4233	0.245767	0.788581	161.336029	38.644308	28	0.567789	7.6955	28.316629	0.1695	58.6765	0.031095	0.002867	0.054659	32.4525	2.033911	0.997081	0.99636	0.976526	0.798392	0.462641	0.26959	0.196671	6.9692	18.388631	14.465579	-1	-1	-1	-1	-1	14.52852	6.454473	0.992159	21	0	0	0	166679654	140931215	118142780	114068	87442	14093974	11540397	2.47163387429103	124.237973233964	242.561059946699	101.087368556888	732048317	0	54293239	86.8	0.2	6.1	0.0102223415225447	XYZ	PROJECT_SQUIDANE	Tumour	empty	170818_D00355_0176_BCAUDDANXX	PROJECT_SQUID	PROJECT_SQUID_010270_Ln_M_PE_422_EX
BRAIN63	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	118.813771	118.813771	79.627288	100	67.0186	79627288	100	14545288732	9699558145	9468.940441	2578.041857	2498.306434	2575366885	82.8239	0.171761	0.786001	143.699262	69.071473	64	0.644149	17.5196	30.993387	0.1534	33.3148	0.03129	0.003515	0.122043	50.9662	1.866797	0.996839	0.995743	0.978788	0.935604	0.866312	0.772799	0.662345	18.9008	47.536684	7.72119	8.636375	9.931192	11.992052	16.466287	-1	0.000497	14.440188	0.992399	21	0	0	0	121653228	113049078	110455166	71580	57120	1752702	6779868	1.55370295447331	123.733321947128	222.12395515517	79.3953623685394	127134007	0	38007970	96.7	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	170818_D00331_0255_BCAYY2ANXX	PROJECT_GAMETE	PROJECT_GAMETE_0050_Lu_P_PE_379_EX
BRAIN64	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	126.921744	126.921744	102.629393	100	80.8604	102629393	100	15510726560	12515543971	10226.451066	2734.810149	2549.465345	3630255241	83.5632	0.164368	0.789001	155.195133	97.363633	88	0.653174	23.1868	31.389384	0.0822	19.3104	0.037261	0.005182	0.148615	61.605	1.80303	0.998123	0.997533	0.990584	0.972611	0.942253	0.896055	0.83323	40.8831	105.745884	6.459622	6.719811	7.007754	7.354673	7.729345	11.093071	0.000597	9.89396	0.996212	24	0	0	0	129815038	120451416	118224692	60047	46634	1566444	7737131	1.29725583909886	123.36944365187	222.869088023234	89.3935155103104	114430316	0	39117078	98.5	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	170818_D00331_0255_BCAYY2ANXX	PROJECT_GAMETE	PROJECT_GAMETE_0051_Lu_P_PE_379_EX
BRAIN68	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	113.33667	113.33667	90.585103	100	79.9257	90585103	100	13776416489	10978384900	8921.61649	2210.365228	2644.434771	2984395428	80.8046	0.191954	0.80144	135.393153	80.041639	73	0.639075	21.3779	30.831687	0.1467	20.3103	0.038447	0.004621	0.163207	59.0573	1.861433	0.996916	0.995849	0.982099	0.950405	0.899613	0.828994	0.739538	26.6067	83.308313	7.20578	7.616066	8.113383	8.69773	9.391487	27.02634	0.000651	12.102032	0.992915	21	0	0	0	116874693	107350615	104490526	54005	42300	2169597	7300476	1.32321158467517	123.202262287924	209.968766177739	81.2159072217497	149811662	0	37721684	97.3	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	170818_D00331_0255_BCAYY2ANXX	PROJECT_GAMETE	PROJECT_GAMETE_0052_Lu_P_PE_355_EX
BRAIN69	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	118.244604	118.244604	94.84715	100	80.2127	94847150	100	14459558344	11571474067	9854.967063	2379.120788	2225.470493	3359408570	84.609	0.15391	0.805533	149.557546	90.099511	83	0.676217	23.0512	32.448165	0.1045	19.9735	0.033643	0.004317	0.165413	59.637	1.80199	0.99733	0.996111	0.98641	0.964578	0.928798	0.876317	0.807691	36.1375	96.438318	6.473515	6.764542	7.107308	7.501813	7.948055	12.666586	0.000747	10.041903	0.994065	22	0	0	0	120728259	112792200	111180286	38503	29282	1142059	6755497	1.31420924052505	123.216702919173	209.923351479973	78.5537970553147	89148059	0	32212180	98	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	170818_D00331_0255_BCAYY2ANXX	PROJECT_GAMETE	PROJECT_GAMETE_0053_Lu_P_PE_350_EX
BRAIN70	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	103.843603	103.843603	81.674747	100	78.6517	81674747	100	12212517710	9544615196	7283.900377	1618.895492	3309.721841	2112027747	72.8989	0.271011	0.818159	110.539412	56.644693	48	0.575743	16.6941	28.395452	0.1095	21.8456	0.056102	0.0047	0.188277	53.2927	2.265788	0.99546	0.99207	0.950951	0.865266	0.746087	0.611197	0.480713	11.6616	58.812111	11.33648	12.837063	15.028927	18.94056	30.216855	-1	0.000746	14.977539	0.981661	17	0	0	0	111500111	95983821	89965590	44846	33488	6156361	9315083	1.40464028847041	121.885180190941	183.379896918619	74.4136950154128	363903540	0	44418374	92.6	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	170818_D00331_0255_BCAYY2ANXX	PROJECT_GAMETE	PROJECT_GAMETE_0054_Lu_P_PE_354_EX
BRAIN73	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	110.800487	110.800487	92.588701	100	83.5634	92588701	100	13520631882	11276069773	9135.514201	2238.683726	2146.433955	3304064778	84.1248	0.158752	0.803179	138.639234	88.615188	83	0.670277	24.2421	32.168144	0.0989	16.601	0.036063	0.004793	0.16871	62.4098	1.737553	0.997668	0.996885	0.988436	0.968096	0.933819	0.883018	0.81389	34.5563	110.897038	6.137003	6.371913	6.618871	6.904979	7.228433	9.830518	0.000892	8.666651	0.995216	23	0	0	0	112949744	105465796	104034594	34600	25577	1037126	6412222	1.26664188127457	122.987731880391	212.899955775184	83.6294626566785	85857772	0	30925895	98.3	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	170818_D00331_0255_BCAYY2ANXX	PROJECT_GAMETE	PROJECT_GAMETE_0055_Lu_P_PE_377_EX
BRAIN74	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	112.057921	112.057921	91.917911	100	82.0271	91917911	100	13499634473	11036369817	8847.98865	1992.003567	2659.642256	2957037405	80.2984	0.197016	0.816236	134.275788	79.307896	71	0.64617	21.5953	31.204163	0.1578	18.2469	0.039606	0.004137	0.18881	58.4504	1.934339	0.996774	0.995652	0.980523	0.944722	0.887522	0.810074	0.71719	26.9867	92.774994	7.583058	7.983511	8.46284	9.021046	9.705455	20.743376	0.000647	12.150984	0.99237	21	0	0	0	115511782	106074266	103500033	42939	32532	2297740	7096837	1.32042910490074	122.269181264002	197.17682774522	76.3163120955659	154902748	0	34385351	97.1	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	170818_D00331_0255_BCAYY2ANXX	PROJECT_GAMETE	PROJECT_GAMETE_0056_Lu_P_PE_354_EX
BRAIN75	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	107.344263	107.344263	87.973678	100	81.9547	87973678	100	12821910306	10467751661	8063.339128	1920.369521	2838.201657	2721288141	77.8644	0.221356	0.80765	122.368061	72.985088	67	0.613315	20.6987	29.940027	0.165	18.3604	0.040991	0.004432	0.173957	59.6726	1.824627	0.996656	0.995397	0.97904	0.941147	0.881962	0.80015	0.698552	20.8185	83.69432	7.380856	7.797553	8.301061	8.89138	9.613654	26.225943	0.000885	11.857748	0.991663	21	0	0	0	113031817	101294332	95983142	49263	37361	4574645	7113577	1.31203880080396	122.500410003197	201.398183178813	82.4517135943942	272712440	0	36365329	96.9	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	170818_D00331_0255_BCAYY2ANXX	PROJECT_GAMETE	PROJECT_GAMETE_0057_Lu_P_PE_363_EX
BRAIN76	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	100.905176	100.905176	72.856388	100	72.2028	72856388	100	11969267604	8565952691	7851.74167	1611.610456	2505.915478	2059933596	79.0638	0.209362	0.8297	119.156889	55.247525	48	0.638377	16.7481	31.231182	0.1706	28.4338	0.039982	0.003025	0.185107	48.6895	2.046205	0.996022	0.994086	0.96341	0.885167	0.764949	0.623012	0.483284	10.1378	46.212791	9.562497	11.079402	13.535343	19.04732	-1	-1	0.000593	14.863366	0.987077	19	0	0	0	106740328	94968629	90799813	39759	30262	4935316	6796624	1.53613142655511	121.942237557204	181.640269219003	68.9096250900307	284835551	0	34145111	94.1	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	170818_D00331_0255_BCAYY2ANXX	PROJECT_GAMETE	PROJECT_GAMETE_0058_Lu_P_PE_331_EX
RED_1012	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	222.495513	222.495513	195.207773	100	87.7356	195207773	100	27479756057	24105342754	17035.580753	5908.418257	4535.757047	7254913550	83.4942	0.165058	0.742485	258.529494	194.577156	174	0.617446	26.2951	29.514407	0.1511	12.2796	0.03556	0.017126	0.098069	73.4893	1.768883	0.997738	0.997485	0.996543	0.994239	0.989801	0.982315	0.970765	84.0845	322.127369	5.946462	6.019108	6.085701	6.164401	6.24068	6.662029	0.188606	4.034435	0.997399	26	0	0	0	225042335	212085459	211320201	136573	103645	254507	12565796	1.16789985835873	123.987631344401	275.382533139194	113.574698956179	85312227	0	87035949	9999	9999	9999	9999	XYZ	PEBBLE	Tumour	Fresh	170818_D00331_0255_BCAYY2ANXX	PROJECT_PEBBLE	PROJECT_PEBBLE_0001_Bn_P_PE_486_EX
RED_1065	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	253.255772	253.255772	114.48041	100	45.2035	114480410	100	31431076607	14174161499	18246.974327	7838.800385	5345.301895	3271916220	82.9936	0.170064	0.699499	276.913427	87.752962	87	0.577877	10.3621	27.638954	0.08	54.904	0.023232	0.005253	0.034904	38.8894	1.37114	0.998512	0.998276	0.997053	0.993137	0.981981	0.957094	0.910625	31.5005	44.313545	6.402324	6.983956	7.727152	8.77732	10.318644	-1	0.001646	3.279967	0.998102	27	0	0	0	256235447	241262866	239368496	203997	160689	424217	14344367	2.20921350497477	124.691652349019	314.662887021914	127.425449830174	111118007	0	104334230	9999	9999	9999	9999	XYZ	PEBBLE	Tumour	Fresh	170818_D00331_0255_BCAYY2ANXX	PROJECT_PEBBLE	PROJECT_PEBBLE_0006_Bn_P_PE_540_EX
RED_1202	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	266.515795	266.515795	129.05188	100	48.4219	129051880	100	33052804447	15968431867	19261.9322	8208.665596	5582.206651	3758524430	83.1112	0.168888	0.701184	292.31628	100.803819	98	0.579997	11.3173	27.744796	0.0783	51.6881	0.024901	0.006547	0.037808	41.5809	1.482409	0.998687	0.998469	0.997258	0.993777	0.984804	0.964836	0.926647	48.7033	52.699013	6.736091	7.285934	7.960741	8.860483	10.100129	-1	0.045738	2.388044	0.998293	28	0	0	0	269668498	253507340	251587038	243948	193791	384970	15532240	2.06656210355461	124.600635310993	317.282816914899	130.977986161053	126544418	0	114062949	9999	9999	9999	9999	XYZ	PEBBLE	Tumour	Fresh	170818_D00331_0255_BCAYY2ANXX	PROJECT_PEBBLE	PROJECT_PEBBLE_0011_Bn_P_PE_552_EX
RED_1305	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	248.693667	248.693667	114.368107	100	45.9875	114368107	100	30620913070	14020770392	18511.073007	7209.885134	4899.954929	3278643035	83.998	0.16002	0.719688	280.92135	87.933375	83	0.601844	10.6597	28.780839	0.0756	54.2118	0.023963	0.005564	0.04672	38.3171	1.516093	0.998608	0.998302	0.996729	0.991171	0.9756	0.940988	0.876922	29.9094	45.791722	7.042012	7.76387	8.718585	10.115729	12.462931	-1	0.094059	2.287614	0.998084	27	0	0	0	251704521	236945895	234539419	221015	179175	334061	14203550	2.22292006996184	123.686353359276	296.814056286587	130.811319279872	106968862	0	99977878	9999	9999	9999	9999	XYZ	PEBBLE	Tumour	Fresh	170818_D00331_0255_BCAYY2ANXX	PROJECT_PEBBLE	PROJECT_PEBBLE_0015_Bn_P_PE_540_EX
RED_810	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	144.960826	144.960826	121.215392	100	83.6194	121215392	100	17903994484	14962214597	10852.863619	4432.446426	2618.684439	4438166016	85.3737	0.146263	0.710019	164.701479	119.031842	111	0.60235	24.6325	28.859208	0.0745	16.4309	0.034568	0.018008	0.07105	72.074	1.608538	0.998592	0.998319	0.996744	0.992361	0.982631	0.96454	0.934976	59.3034	149.385435	5.550537	5.688042	5.831526	5.986966	6.161538	7.252013	0.207148	2.846199	0.998104	27	0	0	0	147357531	138015606	136237308	146209	119800	753713	8442003	1.21354353669316	124.28960220629	311.008953380673	131.606353275881	92363271	0	63323260	9999	9999	9999	9999	XYZ	PEBBLE	Tumour	Fresh	170818_D00331_0255_BCAYY2ANXX	PROJECT_PEBBLE	PROJECT_PEBBLE_0029_Bn_P_PE_537_EX
RED_881	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	229.16727	229.16727	167.94836	100	73.2864	167948360	100	28110143519	20578920430	17236.91604	5907.511744	4965.715735	5655287638	82.3348	0.176652	0.744754	261.584929	151.675106	145	0.610563	20.0321	29.193522	0.0822	26.7918	0.033065	0.012005	0.091452	60.0819	1.547705	0.998643	0.998441	0.997479	0.994897	0.989544	0.980277	0.966176	78.958	125.779087	5.790643	5.953337	6.13836	6.336145	6.562002	8.093234	0.002273	5.135046	0.998302	28	0	0	0	231942637	218194864	217513305	149699	113680	291847	13306227	1.41639578649518	123.214958043192	269.486881672966	119.014189898044	95607512	0	87739652	9999	9999	9999	9999	XYZ	PEBBLE	Tumour	Fresh	170818_D00331_0255_BCAYY2ANXX	PROJECT_PEBBLE	PROJECT_PEBBLE_0028_Bn_P_PE_491_EX
RED_931	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	152.612235	152.612235	127.77441	100	83.7249	127774410	100	18871245595	15790884766	11377.09569	4859.470892	2634.679013	4671355187	86.0387	0.139613	0.700708	172.657148	125.285987	116	0.599771	24.6262	28.702574	0.0783	16.323	0.034767	0.018381	0.066784	72.5671	1.627091	0.998626	0.998347	0.996482	0.992043	0.982835	0.96605	0.939252	62.8246	159.646907	5.622478	5.761111	5.899744	6.05098	6.202217	7.230624	0.174176	2.619726	0.998042	27	0	0	0	154686540	145255403	144230140	146678	118968	368242	8916217	1.21137612088323	124.296076201723	324.383769066207	140.592592358309	82586504	0	66783717	9999	9999	9999	9999	XYZ	PEBBLE	Tumour	Fresh	170818_D00331_0255_BCAYY2ANXX	PROJECT_PEBBLE	PROJECT_PEBBLE_0024_Bn_P_PE_556_EX
RED_986	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	132.983976	132.983976	113.482347	100	85.3354	113482347	100	16458250654	14038326394	9689.925416	4287.462033	2480.863205	4092875687	84.9263	0.150737	0.693257	147.052898	109.771137	102	0.585621	24.7357	28.030236	0.1134	14.7034	0.035484	0.018025	0.061575	74.6601	1.614281	0.998185	0.997703	0.995261	0.98901	0.97595	0.953175	0.916281	52.3487	154.319939	5.666247	5.797884	5.951459	6.105035	6.276162	7.346805	0.071211	4.07167	0.997329	26	0	0	0	134692193	126408541	125284427	111733	88847	403647	7768272	1.18534922938064	124.425569803863	329.692024949877	137.479454893522	68992924	0	57499442	9999	9999	9999	9999	XYZ	PEBBLE	Tumour	Fresh	170818_D00331_0255_BCAYY2ANXX	PROJECT_PEBBLE	PROJECT_PEBBLE_0026_Bn_P_PE_552_EX
RED_989	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	199.27318	199.27318	167.904464	100	84.2584	167904464	100	24561389780	20688670007	15160.443672	5231.175282	4169.770826	6158931937	83.0231	0.169769	0.743464	230.072687	165.182872	147	0.614787	24.9757	29.386575	0.0695	15.7675	0.03464	0.015639	0.096822	70.2749	1.757265	0.998757	0.998517	0.997364	0.994054	0.987332	0.975892	0.958877	77.1619	216.3405	6.009391	6.107154	6.22121	6.335266	6.462358	7.205353	0.131737	5.133442	0.99838	28	0	0	0	201565476	189966654	189401276	119563	89903	226000	11253259	1.22193249690989	123.732181475387	274.208667329371	114.352523707467	73732659	0	74381307	9999	9999	9999	9999	XYZ	PEBBLE	Tumour	Fresh	170818_D00331_0255_BCAYY2ANXX	PROJECT_PEBBLE	PROJECT_PEBBLE_0027_Bn_P_PE_491_EX
BRAIN41	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	178.001475	178.001475	91.044533	100	51.1482	91044533	100	21902006093	11136912805	14142.481571	4630.062617	3129.461905	2991398151	85.7115	0.142885	0.75336	214.624242	80.229453	76	0.640375	13.5451	30.741972	0.1356	49.1512	0.025848	0.003638	0.064188	41.4918	1.458717	0.997833	0.99755	0.995662	0.989417	0.972093	0.932361	0.857251	23.2816	41.146957	5.898143	6.489508	7.272667	8.407448	10.296619	-1	4.945322	1.231148	0.997204	26	0	0	0	182128182	169445334	164944542	228413	191410	1972840	10481595	2.00832406588816	124.079082744173	267.90918352496	104.332972543818	146758612	0	55814759	99.5	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	170818_D00331_0254_ACB03RANXX	PROJECT_GAMETE	PROJECT_GAMETE_0032_Lu_P_PE_433_EX
BRAIN42	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	178.082607	178.082607	85.961165	100	48.2704	85961165	100	21710897556	10363126673	14889.859403	3657.552929	3163.485224	2653928908	85.429	0.14571	0.8028	225.966339	71.17851	69	0.676066	12.05	32.651476	0.085	52.2676	0.025392	0.002512	0.094365	35.4682	1.452623	0.998094	0.997614	0.99402	0.981981	0.952547	0.891951	0.789219	14.2428	36.606023	6.243775	7.013642	8.109632	9.948757	14.131698	-1	2.349131	1.931964	0.996841	25	0	0	0	184540984	169650480	162688955	223013	187782	4426292	10241199	2.18990202304042	123.682826532527	220.047173053789	83.8446507675194	267855588	0	53096043	99.1	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	170818_D00331_0254_ACB03RANXX	PROJECT_GAMETE	PROJECT_GAMETE_0033_Lu_P_PE_366_EX
BRAIN44	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	188.164215	188.164215	82.890891	100	44.0524	82890891	100	23221311322	10160214142	15598.234616	4637.44848	2985.628226	2565378457	87.1427	0.128573	0.770828	236.716538	68.803583	66	0.668121	10.9883	31.980018	0.1439	56.2462	0.021921	0.002735	0.072356	34.0501	1.49573	0.997498	0.997093	0.993143	0.978388	0.941258	0.86738	0.750177	12.9151	34.768824	6.597971	7.531065	8.942226	11.66087	25.12507	-1	0.020635	4.841007	0.99638	24	0	0	0	191466565	180000987	178066196	260530	221461	908755	10296293	2.34586376113611	124.074526469124	244.726098336981	95.284195371518	103181078	0	64424360	99	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	170818_D00331_0254_ACB03RANXX	PROJECT_GAMETE	PROJECT_GAMETE_0034_Lu_P_PE_428_EX
BRAIN45	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	165.045185	165.045185	80.552425	100	48.8063	80552425	100	19897243076	9551206542	12946.414133	3066.980082	3883.848861	1964695077	80.4805	0.195195	0.808474	196.472897	52.693223	51	0.63783	9.6794	30.977516	0.1428	51.9973	0.032429	0.002601	0.107734	33.7197	1.596764	0.997023	0.996094	0.98152	0.935457	0.846073	0.705715	0.52766	3.2461	29.871876	9.046688	11.165688	15.90895	-1	-1	-1	0.000727	9.998129	0.992967	22	0	0	0	172415998	155300393	147658922	226975	188163	5451114	11437516	2.22831262191589	123.037510181961	202.97402492094	78.7288352900051	331379048	0	60750690	97	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	170818_D00331_0254_ACB03RANXX	PROJECT_GAMETE	PROJECT_GAMETE_0035_Lu_P_PE_374_EX
BRAIN46	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	168.882865	168.882865	70.180505	100	41.5557	70180505	100	20322656614	8291884777	13806.665889	3242.829756	3273.160969	1784250997	83.894	0.16106	0.809799	209.527952	47.853704	44	0.665227	8.5968	32.344343	0.1634	59.1988	0.024548	0.001913	0.093021	28.8275	1.772359	0.996885	0.995932	0.977606	0.906569	0.764445	0.580566	0.408681	3.5742	25.844124	10.114458	14.003359	-1	-1	-1	-1	0.000549	13.420153	0.992506	21	0	0	0	177471082	160381225	152302053	229075	191472	6890980	9969802	2.62926776304103	122.891971145625	203.92544508928	81.673321815096	379787408	0	53516463	96	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	170818_D00331_0254_ACB03RANXX	PROJECT_GAMETE	PROJECT_GAMETE_0036_Lu_P_PE_377_EX
BRAIN47	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	177.666227	177.666227	82.566673	100	46.4729	82566673	100	20949070986	9521948090	12993.964207	3019.742899	4935.36388	1683627305	76.4411	0.235589	0.811428	197.19451	45.154971	39	0.595383	7.7144	29.530234	0.11	54.5472	0.037859	0.002497	0.104498	30.9911	2.150237	0.996781	0.994609	0.952808	0.829265	0.65559	0.494904	0.363243	4.2452	26.570473	16.005597	28.942308	-1	-1	-1	-1	9.8e-05	19.298925	0.985446	18	0	0	0	193664157	164868886	148765820	320676	259215	13893017	14581578	2.38113025494591	122.88111192187	191.313446339711	74.5905840799631	759685927	0	69349280	92	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	170818_D00331_0254_ACB03RANXX	PROJECT_GAMETE	PROJECT_GAMETE_0037_Lu_P_PE_358_EX
BRAIN49	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	171.290263	171.290263	72.011969	100	42.0409	72011969	100	20601402372	8475229477	13013.050312	3138.900266	4449.451794	1462362999	78.4022	0.215978	0.805664	197.484158	39.220651	37	0.617194	6.9358	30.072693	0.0972	58.8609	0.032546	0.002013	0.091413	28.5298	1.705246	0.99721	0.995763	0.966124	0.863787	0.681027	0.452838	0.252041	0.9059	22.047414	12.741005	21.024116	-1	-1	-1	-1	0.000438	10.766076	0.989114	20	0	0	0	179768208	160034229	150345212	291233	234177	6423344	13019402	2.59881973862166	123.100493782489	200.982081843464	77.685037988178	396703307	0	64167103	93.9	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	170818_D00331_0254_ACB03RANXX	PROJECT_GAMETE	PROJECT_GAMETE_0038_Lu_P_PE_363_EX
BRAIN50	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	160.344227	160.344227	69.355918	100	43.2544	69355918	100	19435836532	8278997244	12959.515046	3326.546405	3149.775081	1828277868	83.794	0.16206	0.795743	196.671714	49.034507	44	0.654426	9.2324	31.745013	0.1511	57.4034	0.024846	0.002	0.088962	30.9841	1.885943	0.996776	0.995476	0.970149	0.883525	0.739446	0.575871	0.425554	5.2845	26.079094	10.542523	14.895699	-1	-1	-1	-1	0.000423	13.495228	0.990666	20	0	0	0	167762087	152378828	144927258	262905	223098	5600829	9519525	2.4694923778177	123.501147810377	214.609354531791	81.4308287326845	317010694	0	51851800	94.7	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	170818_D00331_0254_ACB03RANXX	PROJECT_GAMETE	PROJECT_GAMETE_0039_Lu_P_PE_374_EX
BRAIN51	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	122.189633	122.189633	79.755729	100	65.2721	79755729	100	14896964789	9663767958	10254.179604	2318.816735	2323.96845	2550254588	84.3997	0.156003	0.815572	155.615937	68.39796	66	0.682489	16.9738	32.771259	0.1445	35.1293	0.030575	0.002736	0.149987	46.4596	1.628523	0.996939	0.996044	0.984749	0.95572	0.904259	0.826031	0.719035	15.0374	47.071968	6.716508	7.412083	8.360279	9.75835	12.191824	-1	0.000503	10.035895	0.993778	22	0	0	0	124946984	116436680	114702520	194686	169687	1332198	6983420	1.6413217962395	123.00249108786	201.302900069881	74.7359982373955	102419317	0	30696666	97.7	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	170818_D00331_0254_ACB03RANXX	PROJECT_GAMETE	PROJECT_GAMETE_0040_Lu_P_PE_367_EX
BRAIN52	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	110.510601	110.510601	77.341451	100	69.9855	77341451	100	13443598808	9354114195	8719.877619	2080.872315	2642.848874	2364637360	80.3412	0.196588	0.80734	132.331594	63.419696	60	0.641874	17.4062	30.880537	0.17	30.4196	0.033737	0.003159	0.153232	50.5096	1.668939	0.996715	0.995686	0.981954	0.945615	0.879768	0.780111	0.651076	11.6546	46.604709	7.198057	7.973915	9.021007	10.585338	13.416272	-1	0.000466	10.201116	0.99289	21	0	0	0	113240689	104977208	102916784	182494	155872	1467383	6613604	1.52661186646467	122.967433864311	206.109152251497	78.677303621139	114709595	0	30378348	97.2	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	170818_D00331_0254_ACB03RANXX	PROJECT_GAMETE	PROJECT_GAMETE_0041_Lu_P_PE_367_EX
