samples	genome	regions.CG	regions.C	regions.G	regions.relH	regions.GoGe	genome.C	genome.G	genome.CG	genome.relH	genome.GoGe	enrichment.score.relH	enrichment.score.GoGe	numberReadsCG	numberReadsWOCG	count0	count1	count10	count50	count100	maxEstCorReads	maxEstCor	maxTruCorReads	maxTruCor	LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE	ACCUMULATION_LEVEL	WINDOW_SIZE	TOTAL_CLUSTERS	ALIGNED_READS	AT_DROPOUT	GC_DROPOUT	GC_NC_0_19	GC_NC_20_39	GC_NC_40_59	GC_NC_60_79	GC_NC_80_100	SAMPLE	LIBRARY.1	READ_GROUP	CATEGORY	TOTAL_READS	PF_READS	PCT_PF_READS	PF_NOISE_READS	PF_READS_ALIGNED	PCT_PF_READS_ALIGNED	PF_ALIGNED_BASES	PF_HQ_ALIGNED_READS	PF_HQ_ALIGNED_BASES	PF_HQ_ALIGNED_Q20_BASES	PF_HQ_MEDIAN_MISMATCHES	PF_MISMATCH_RATE	PF_HQ_ERROR_RATE	PF_INDEL_RATE	MEAN_READ_LENGTH	READS_ALIGNED_IN_PAIRS	PCT_READS_ALIGNED_IN_PAIRS	BAD_CYCLES	STRAND_BALANCE	PCT_CHIMERAS	PCT_ADAPTER	SAMPLE.1	LIBRARY.2	READ_GROUP.1	total	unmap	methyl	unmeth	PCT_THALIANA	THALIANA_BETA	runid	project	miso_id	centre	sample_type	tissue_type
PROJECT_FARSCAPE_4042_71802-NB551051	BSgenome.Hsapiens.UCSC.hg19	577716552	6124396433	6123489597	2.296324552	0.38755565	591650798	592024269	28617896	0.914003014	0.255813117	2.512381815	1.514995222	83582442	659063	9098742	21858043	9439376	1471969	153512	83582442	0.970561193	41791221	0.941993166	Unknown Library	2572252	60700816	0	19394470	1585160	11045249	24364	0.190973	146124400	All Reads	100	71684177	123973884	31.442838	0.25598	0.077014	0.459176	1.321475	3.465235	1.498319	NA	NA	NA	FIRST_OF_PAIR	71684177	71684177	1	187	62183077	0.867459	4598957303	50423444	3730384299	3538747971	0	0.010626	0.004364	0.00044	74	60700816	0.976163	0	0.501548	0.015526	1.90E-05	NA	NA	NA	143368354	16822218	2371695	25090	1.6	0.989	190822_NB551051_0136_AH3HNGBGXC	PROJECT_ZED	PROJECT_ZED_0036_Cf_U_PE_320_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_92193-1-NB551051	BSgenome.Hsapiens.UCSC.hg19	953248599	9965552983	9963737488	2.331627404	0.392490836	591650798	592024269	28617896	0.914003014	0.255813117	2.551006253	1.534287376	135825258	949321	7465528	23491257	12217599	3284690	880172	135825258	0.982397544	67912629	0.965094201	Unknown Library	3124593	79805242	0	15334953	1775910	11382409	32513	0.150802	253066878	All Reads	100	89035015	162735077	32.350304	0.229313	0.073151	0.44514	1.317123	3.65387	1.380713	NA	NA	NA	FIRST_OF_PAIR	89035015	89035015	1	228	81670934	0.91729	6040692284	67231052	4973852994	4725330109	0	0.009418	0.004166	4.00E-04	74	79805242	0.977156	0	0.501206	0.016165	2.00E-05	NA	NA	NA	178070030	12210360	1495403	14949	0.8	0.99	190822_NB551051_0136_AH3HNGBGXC	PROJECT_ZED	PROJECT_ZED_0037_Cf_U_PE_311_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_91107-NB551051	BSgenome.Hsapiens.UCSC.hg19	968209542	10199532194	10184703161	2.312730257	0.39019806	591650798	592024269	28617896	0.914003014	0.255813117	2.530331106	1.525324677	139084233	975425	7246210	23710575	12436900	3372836	908498	139084233	0.983035659	69542116	0.966324895	Unknown Library	3031266	80704585	0	13390736	1741632	9520515	34827	0.126384	315569765	All Reads	100	88915586	164440436	32.521181	0.233377	0.06424	0.429351	1.33541	3.636868	1.316672	NA	NA	NA	FIRST_OF_PAIR	88915586	88915586	1	184	82459907	0.927395	6099193757	68259493	5049916448	4795504080	0	0.009158	0.00428	4.00E-04	74	80704585	0.978713	0	0.500027	0.010526	1.00E-05	NA	NA	NA	177831172	10359470	1222471	14167	0.6	0.988	190822_NB551051_0136_AH3HNGBGXC	PROJECT_ZED	PROJECT_ZED_0028_Cf_U_PE_310_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_52642-NB551051	BSgenome.Hsapiens.UCSC.hg19	1047075902	11039359999	11037106422	2.310156214	0.389507527	591650798	592024269	28617896	0.914003014	0.255813117	2.527514874	1.522625313	150581056	1035600	7438668	23518117	12794588	3818375	1126179	150581056	0.983556879	75290528	0.967469741	Unknown Library	3736964	89692082	0	13757824	2296519	12999189	38056	0.154515	279408660	All Reads	100	98439476	183121128	30.698493	0.249657	0.072449	0.473006	1.306827	3.472734	1.345138	NA	NA	NA	FIRST_OF_PAIR	98439476	98439476	1	259	91858143	0.933143	6794192473	74477109	5509811367	5226472099	0	0.010554	0.004417	0.000428	74	89692082	0.976419	0	0.500865	0.01187	1.20E-05	NA	NA	NA	196878952	10020860	850475	8095	0.4	0.99	190822_NB551051_0136_AH3HNGBGXC	PROJECT_ZED	PROJECT_ZED_0029_Cf_U_PE_313_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_91059-NB551051	BSgenome.Hsapiens.UCSC.hg19	892440115	9260297617	9258924489	2.354539946	0.394517813	591650798	592024269	28617896	0.914003014	0.255813117	2.576074597	1.54221104	125923430	995832	7762856	23193929	11575523	2964782	754292	125923430	0.981962747	62961715	0.964171163	Unknown Library	2924212	74266721	0	10663470	1689529	11114186	32697	0.157918	223229133	All Reads	100	81060562	151457654	32.396663	0.22664	0.070844	0.450284	1.302783	3.742302	1.429748	NA	NA	NA	FIRST_OF_PAIR	81060562	81060562	1	224	75952127	0.93698	5617627191	62240145	4604466060	4370155479	0	0.009803	0.00443	0.00044	74	74266721	0.97781	0	0.501584	0.011852	1.50E-05	NA	NA	NA	162121124	7739258	673443	7728	0.4	0.988	190822_NB551051_0136_AH3HNGBGXC	PROJECT_ZED	PROJECT_ZED_0030_Cf_U_PE_312_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_92670-1-NB551051	BSgenome.Hsapiens.UCSC.hg19	1026557239	10894620656	10893402790	2.289560339	0.387827474	591650798	592024269	28617896	0.914003014	0.255813117	2.504981169	1.516057809	148958263	1686818	5920816	25035969	12866166	3659863	1068570	148958263	0.982958773	74479131	0.966221642	Unknown Library	3382980	85965191	0	13581428	1936528	10987630	36934	0.136395	307835885	All Reads	100	94447395	175313362	32.57733	0.240899	0.086877	0.437852	1.324351	3.654462	1.389094	NA	NA	NA	FIRST_OF_PAIR	94447395	94447395	1	239	87996101	0.931694	6508822999	73800575	5459867805	5185450458	0	0.008994	0.004199	0.000394	74	85965191	0.97692	0	0.500955	0.018075	3.40E-05	NA	NA	NA	188894790	10198448	909587	15745	0.4	0.982	190822_NB551051_0136_AH3HNGBGXC	PROJECT_ZED	PROJECT_ZED_0041_Cf_U_PE_311_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_71802-M00146	BSgenome.Hsapiens.UCSC.hg19	262146	2556144	2578833	2.46571995	0.422799229	591650798	592024269	28617896	0.914003014	0.255813117	2.697715338	1.652766027	35321	245	30869094	87691	232	41	12	35321	0.84798153	17660	0.71964958	Unknown Library	598	20463	0	10620	12	27	12	0.001589	13934628	All Reads	100	26072	41524	33.482357	0.327249	0.075812	0.435778	1.341855	3.531546	0.050933	NA	NA	NA	FIRST_OF_PAIR	26072	26072	1	0	20802	0.797867	3026928	16655	2429289	2339991	0	0.011514	0.004968	0.001137	146	20463	0.983703	0	0.504855	0.067197	0	NA	NA	NA	52144	10022	749	4	1.4	0.994	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0036_Cf_U_PE_320_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_93390-M00146	BSgenome.Hsapiens.UCSC.hg19	249507	2514538	2525601	2.392768843	0.409677186	591650798	592024269	28617896	0.914003014	0.255813117	2.617900385	1.601470601	34643	429	30869527	87258	224	17	7	34643	0.752578841	17321	0.559691352	Unknown Library	490	19251	0	7744	9	17	13	0.001103	46256167	All Reads	100	23368	38992	34.002472	0.307065	0.094778	0.414471	1.350193	3.661987	0.108484	NA	NA	NA	FIRST_OF_PAIR	23368	23368	1	0	19540	0.836186	2846635	16342	2384148	2297196	0	0.009218	0.004545	0.000814	146	19251	0.98521	0	0.499693	0.052661	8.60E-05	NA	NA	NA	46736	7254	584	17	1.2	0.971	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0044_Cf_U_PE_319_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_93111-1-M00146	BSgenome.Hsapiens.UCSC.hg19	342268	3228153	3254687	2.576945542	0.432677203	591650798	592024269	28617896	0.914003014	0.255813117	2.819405956	1.691380053	44126	218	30847238	109547	290	42	11	44126	0.851444614	22063	0.721684707	Unknown Library	696	25012	0	9638	20	29	7	0.001538	14201891	All Reads	100	30179	50720	35.931507	0.278156	0.075559	0.399224	1.346322	3.859157	0.062547	NA	NA	NA	FIRST_OF_PAIR	30179	30179	1	0	25416	0.842175	3701181	20501	2990623	2875845	0	0.010658	0.004832	0.00093	146	25012	0.984105	0	0.49819	0.053199	0	NA	NA	NA	60358	8942	666	2	1.1	0.997	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0043_Cf_U_PE_319_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_93568-1-M00146	BSgenome.Hsapiens.UCSC.hg19	224095	2219410	2226329	2.428329891	0.418533057	591650798	592024269	28617896	0.914003014	0.255813117	2.656807311	1.636089119	30659	181	30880431	76354	218	25	9	30659	0.802053956	15329	0.641919889	Unknown Library	519	17298	0	6943	4	13	8	0.000854	29888646	All Reads	100	21029	35115	32.934453	0.312733	0.062366	0.43619	1.347228	3.476276	0.060231	NA	NA	NA	FIRST_OF_PAIR	21029	21029	1	0	17592	0.836559	2561360	14343	2092352	2011010	0	0.010324	0.004882	0.000983	146	17298	0.983288	0	0.502103	0.05855	4.80E-05	NA	NA	NA	42058	6424	498	0	1.1	1	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0047_Cf_U_PE_317_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_93569-1-M00146	BSgenome.Hsapiens.UCSC.hg19	223312	2280512	2297449	2.358458633	0.403568832	591650798	592024269	28617896	0.914003014	0.255813117	2.580361986	1.577592411	31457	261	30877231	79554	197	17	5	31457	0.743988268	15728	0.549206531	Unknown Library	529	17672	0	6405	4	21	17	0.001282	38956492	All Reads	100	21139	35873	34.186781	0.329285	0.068679	0.396753	1.379924	3.553568	0.088438	NA	NA	NA	FIRST_OF_PAIR	21139	21139	1	0	17999	0.851459	2621040	14989	2186502	2103984	0	0.009817	0.004793	0.000962	146	17672	0.981832	0	0.505028	0.060198	0	NA	NA	NA	42278	5876	474	16	1.1	0.967	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0048_Cf_U_PE_315_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_93404-1-M00146	BSgenome.Hsapiens.UCSC.hg19	315655	3096951	3119238	2.466571897	0.418166001	591650798	592024269	28617896	0.914003014	0.255813117	2.698647443	1.63465426	42516	274	30850278	106507	239	35	12	42516	0.819903079	21258	0.670702722	Unknown Library	696	23894	0	8888	14	25	18	0.00132	40710853	All Reads	100	28686	48484	35.005702	0.288557	0.076222	0.401692	1.357686	3.721855	0.065433	NA	NA	NA	FIRST_OF_PAIR	28686	28686	1	0	24282	0.846476	3536529	19864	2897740	2784631	0	0.010344	0.004865	0.00092	146	23894	0.984021	0	0.505271	0.055131	3.50E-05	NA	NA	NA	57372	8192	594	6	1	0.99	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0045_Cf_U_PE_317_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_92193-1-M00146	BSgenome.Hsapiens.UCSC.hg19	262029	2581835	2593480	2.44475466	0.419422813	591650798	592024269	28617896	0.914003014	0.255813117	2.674777459	1.639567269	35608	212	30867587	89198	264	25	10	35608	0.82227492	17804	0.671171956	Unknown Library	567	20330	0	6721	12	23	11	0.001407	17195799	All Reads	100	23974	41227	34.181079	0.261511	0.059758	0.424708	1.334721	3.716963	0.0513	NA	NA	NA	FIRST_OF_PAIR	23974	23974	1	0	20653	0.861475	3005736	16531	2411192	2322895	0	0.01074	0.004865	0.00111	146	20330	0.984361	0	0.497991	0.076375	0	NA	NA	NA	47948	6154	287	2	0.6	0.993	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0037_Cf_U_PE_311_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_92671-1-M00146	BSgenome.Hsapiens.UCSC.hg19	249778	2561957	2583152	2.320610874	0.406241462	591650798	592024269	28617896	0.914003014	0.255813117	2.538953196	1.588039999	35759	259	30867207	89578	218	33	9	35759	0.816180054	17879	0.661742291	Unknown Library	508	20113	0	5098	10	22	9	0.001326	15538329	All Reads	100	22916	40734	31.577776	0.259333	0.053764	0.448141	1.3464	3.363846	0.077885	NA	NA	NA	FIRST_OF_PAIR	22916	22916	1	0	20410	0.890644	2972437	16732	2440631	2353762	0	0.010428	0.004723	0.000932	146	20113	0.985448	0	0.495247	0.058707	0	NA	NA	NA	45832	4590	258	4	0.5	0.984	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0042_Cf_U_PE_313_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_91059-M00146	BSgenome.Hsapiens.UCSC.hg19	264731	2560609	2576778	2.490809922	0.426430973	591650798	592024269	28617896	0.914003014	0.255813117	2.725165982	1.666962893	35310	235	30868935	87850	263	31	10	35310	0.832400402	17655	0.68346391	Unknown Library	566	19934	0	4672	10	26	12	0.001533	14167861	All Reads	100	22553	40434	33.38455	0.2585	0.071087	0.431914	1.318052	3.805166	0.104615	NA	NA	NA	FIRST_OF_PAIR	22553	22553	1	1	20264	0.898506	2951239	16291	2376414	2281811	0	0.010875	0.004994	0.000968	146	19934	0.983715	0	0.499457	0.061203	0	NA	NA	NA	45106	4106	192	4	0.4	0.979	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0030_Cf_U_PE_312_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_91107-M00146	BSgenome.Hsapiens.UCSC.hg19	315302	3148070	3136928	2.419929656	0.416008091	591650798	592024269	28617896	0.914003014	0.255813117	2.647616713	1.626218766	43287	260	30848049	108736	275	27	9	43287	0.779816856	21643	0.604627391	Unknown Library	649	24453	0	6789	5	26	13	0.00115	22965452	All Reads	100	28172	49555	33.915474	0.242648	0.06905	0.410469	1.347442	3.735134	0.042679	NA	NA	NA	FIRST_OF_PAIR	28172	28172	1	1	24825	0.881194	3614135	20082	2929395	2819554	0	0.010438	0.004885	0.001026	146	24453	0.985015	0	0.49994	0.06496	0	NA	NA	NA	56344	6140	270	7	0.4	0.974	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0028_Cf_U_PE_310_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_52642-M00146	BSgenome.Hsapiens.UCSC.hg19	247383	2410018	2430089	2.466375872	0.423680011	591650798	592024269	28617896	0.914003014	0.255813117	2.698432974	1.656209096	33323	224	30874417	82368	220	35	13	33323	0.858626671	16661	0.743142071	Unknown Library	546	18877	0	4540	10	32	12	0.001932	8890916	All Reads	100	21420	38300	32.636132	0.247727	0.050033	0.453162	1.310315	3.669557	0.055224	NA	NA	NA	FIRST_OF_PAIR	21420	21420	1	0	19185	0.895658	2793492	15309	2233116	2145644	0	0.011782	0.005075	0.001	146	18877	0.983946	0	0.497785	0.057314	9.30E-05	NA	NA	NA	42840	3994	130	0	0.3	1	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0029_Cf_U_PE_313_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_92670-1-M00146	BSgenome.Hsapiens.UCSC.hg19	236628	2365685	2386196	2.406156755	0.412235434	591650798	592024269	28617896	0.914003014	0.255813117	2.632547943	1.611471059	32672	317	30873980	82805	196	16	6	32672	0.757528249	16336	0.569766637	Unknown Library	481	18113	0	4151	9	13	9	0.000953	40963317	All Reads	100	20429	36707	33.832708	0.261383	0.063388	0.415216	1.340563	3.754085	0.115234	NA	NA	NA	FIRST_OF_PAIR	20429	20429	1	0	18393	0.900338	2679448	15237	2222699	2140565	0	0.009716	0.004658	0.000862	146	18113	0.984777	0	0.500353	0.061371	0	NA	NA	NA	40858	3670	160	0	0.3	1	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0041_Cf_U_PE_311_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_93390_INPUT	BSgenome.Hsapiens.UCSC.hg19	160215	3203810	3215727	1.037574557	0.240127064	591650798	592024269	28617896	0.914003014	0.255813117	1.135198178	0.938681591	51300	7944	30822909	133876	96	5	0	51300	0.603002838	25650	0.325644377	Unknown Library	463	28317	0	8159	1	24	22	0.000858	200142325	All Reads	100	32628	57097	3.995527	0.119608	0.479434	0.950372	1.050588	1.090484	0.814917	NA	NA	NA	FIRST_OF_PAIR	32628	32628	1	0	28618	0.877099	4168276	25461	3714182	3615635	0	0.006621	0.003515	0.000828	146	28317	0.989482	0	0.496296	0.060161	0.000337	NA	NA	NA	65256	7696	254	247	0.7	0.506	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0044_Cf_U_PE_322_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_71802_INPUT	BSgenome.Hsapiens.UCSC.hg19	127445	2629284	2639391	1.000343325	0.233967371	591650798	592024269	28617896	0.914003014	0.255813117	1.094463923	0.914602713	42326	6718	30846282	110503	78	4	0	42326	0.591082412	21163	0.320308963	Unknown Library	479	24065	0	8565	1	22	19	0.000926	96360337	All Reads	100	28587	48609	3.492504	0.476219	0.413927	0.959809	1.050373	1.008694	0.717931	NA	NA	NA	FIRST_OF_PAIR	28587	28587	1	0	24385	0.85301	3546113	21194	3091043	3007866	0	0.007622	0.003781	0.001175	146	24065	0.986877	0	0.499938	0.073916	0.000245	NA	NA	NA	57174	8086	188	188	0.6	0.5	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0036_Cf_U_PE_317_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_93111-1_INPUT	BSgenome.Hsapiens.UCSC.hg19	128110	2625595	2631487	1.012042844	0.23471357	591650798	592024269	28617896	0.914003014	0.255813117	1.10726423	0.917519682	42055	6877	30846770	110015	61	4	0	42055	0.590033749	21027	0.320057752	Unknown Library	403	23396	0	6187	2	9	7	0.000424	136753533	All Reads	100	26691	47195	4.319946	0.128178	0.353802	0.946586	1.064001	1.021327	0.560148	NA	NA	NA	FIRST_OF_PAIR	26691	26691	1	0	23683	0.887303	3447448	20887	3046788	2963534	0	0.007083	0.003708	0.00096	146	23396	0.987882	0	0.498332	0.062165	0.000375	NA	NA	NA	53382	5784	124	196	0.5	0.387	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0043_Cf_U_PE_321_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_93404-1_INPUT	BSgenome.Hsapiens.UCSC.hg19	111514	2285953	2284565	1.011186215	0.235481521	591650798	592024269	28617896	0.914003014	0.255813117	1.106327002	0.920521683	36638	5827	30861132	95653	66	4	0	36638	0.596903396	18319	0.326210833	Unknown Library	328	20410	0	5798	1	18	17	0.000899	207930426	All Reads	100	23473	41148	4.032712	0.182245	0.382522	0.965141	1.040876	1.052911	0.719579	NA	NA	NA	FIRST_OF_PAIR	23473	23473	1	0	20622	0.878541	3002205	18225	2658296	2584757	0	0.006848	0.003663	0.000945	146	20410	0.98972	0	0.504704	0.064955	0.000256	NA	NA	NA	46946	5470	126	134	0.5	0.484	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0045_Cf_U_PE_321_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_93568-1_INPUT	BSgenome.Hsapiens.UCSC.hg19	149578	3091499	3087279	1.001424495	0.234084277	591650798	592024269	28617896	0.914003014	0.255813117	1.095646819	0.915059713	49623	7902	30827765	129020	84	7	0	49623	0.606822661	24811	0.344731945	Unknown Library	510	27863	0	14876	4	25	22	0.00096	129177599	All Reads	100	35556	56236	3.604958	0.288735	0.326139	0.965924	1.047395	0.992541	0.564132	NA	NA	NA	FIRST_OF_PAIR	35556	35556	1	0	28194	0.792946	4103562	24783	3614733	3515068	0	0.007242	0.003847	0.001022	146	27863	0.98826	0	0.497943	0.066964	0.000422	NA	NA	NA	71112	14366	174	198	0.5	0.467	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0047_Cf_U_PE_316_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_93569-1_INPUT	BSgenome.Hsapiens.UCSC.hg19	106224	2171942	2177227	1.017453235	0.234519474	591650798	592024269	28617896	0.914003014	0.255813117	1.113183676	0.91676094	34685	5461	30866042	90743	53	4	0	34685	0.587826879	17342	0.318766289	Unknown Library	354	19534	0	9434	1	17	17	0.000888	NA	All Reads	100	24428	39422	4.390488	0.150399	0.361088	0.940792	1.06285	1.089894	0.590153	NA	NA	NA	FIRST_OF_PAIR	24428	24428	1	0	19769	0.809276	2876719	17437	2543245	2477465	0	0.007166	0.003746	0.001048	146	19534	0.988113	0	0.5022	0.070683	0.000327	NA	NA	NA	48856	9080	146	140	0.5	0.51	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0048_Cf_U_PE_313_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_91059_INPUT	BSgenome.Hsapiens.UCSC.hg19	128536	2630717	2641220	1.00541497	0.236496929	591650798	592024269	28617896	0.914003014	0.255813117	1.100012751	0.924491018	42473	6730	30845040	111745	84	4	0	42473	0.600311883	21236	0.324491451	Unknown Library	491	24545	0	7511	1	22	19	0.000908	100245937	All Reads	100	28546	49581	3.413684	0.324701	0.292632	0.9802	1.033359	0.995782	0.319941	NA	NA	NA	FIRST_OF_PAIR	28546	28546	1	1	24876	0.871436	3615747	21466	3130061	3041189	0	0.008519	0.004465	0.001326	146	24545	0.986694	0	0.500884	0.094725	0.000841	NA	NA	NA	57092	7020	77	96	0.3	0.445	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0037_Cf_U_PE_315_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_91107_INPUT	BSgenome.Hsapiens.UCSC.hg19	90713	1862856	1859768	1.015815333	0.233822468	591650798	592024269	28617896	0.914003014	0.255813117	1.111391666	0.914036273	29668	4629	30878325	78460	41	1	0	29668	0.569917332	14834	0.292461548	Unknown Library	331	16936	0	5001	2	13	12	0.000819	143205246	All Reads	100	19602	34203	5.509257	0.1512	0.372159	0.931152	1.07356	1.078225	0.711107	NA	NA	NA	FIRST_OF_PAIR	19602	19602	1	0	17149	0.87486	2493708	14944	2179146	2118723	0	0.007844	0.004183	0.00123	146	16936	0.987579	0	0.505161	0.081993	0.000306	NA	NA	NA	39204	4670	58	66	0.3	0.467	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0028_Cf_U_PE_311_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_92670-1_INPUT	BSgenome.Hsapiens.UCSC.hg19	97849	2025469	2028551	0.998095592	0.233468941	591650798	592024269	28617896	0.914003014	0.255813117	1.092004705	0.912654301	32570	5164	30871381	85404	59	4	0	32570	0.597378114	16285	0.330411138	Unknown Library	341	18249	0	4827	3	17	14	0.001004	55413125	All Reads	100	20833	36839	3.760619	0.258587	0.457001	0.966184	1.045525	0.987282	0.602829	NA	NA	NA	FIRST_OF_PAIR	20833	20833	1	0	18470	0.886574	2687700	16253	2370591	2309616	0	0.007307	0.0038	0.001023	146	18249	0.988035	0	0.502978	0.065676	0.000672	NA	NA	NA	41666	4486	62	68	0.3	0.476	190819_M00146_0086_000000000-D6P4J	PROJECT_ZED	PROJECT_ZED_0042_Cf_U_PE_317_CM	XYZ	Blood	Medip
CMP-01-10-BL	BSgenome.Hsapiens.UCSC.hg19	323430	3027290	2985183	2.612302221	0.443110658	591650798	592024269	28617896	0.914003014	0.255813117	2.858089284	1.732165508	41133	209	30856890	99895	388	48	9	41133	0.832600778	20566	0.686778588	Unknown Library	614	23029	0	5062	12	33	18	0.001671	17642532	All Reads	100	25867	46672	34.142964	0.27277	0.073318	0.434048	1.297507	3.986856	0.045317	NA	NA	NA	FIRST_OF_PAIR	25867	25867	1	0	23379	0.903816	3404805	18374	2680256	2576228	0	0.01057	0.005052	0.000932	146	23029	0.985029	0	0.496514	0.057735	0	NA	NA	NA	51734	4448	62	4	0.1	0.939	190819_M00146_0086_000000000-D6P4J	PROJECT_DEFME	PROJECT_DEFME_0017_Ct_T_PE_316_CM	XYZ	Blood	Medip
CMP-01-11-POST	BSgenome.Hsapiens.UCSC.hg19	237293	2191511	2187226	2.637765039	0.445344847	591650798	592024269	28617896	0.914003014	0.255813117	2.885947856	1.740899185	29887	113	30881537	75248	265	21	10	29887	0.837941036	14943	0.702999987	Unknown Library	707	19540	0	10033	12	24	5	0.001508	10036019	All Reads	100	24910	39787	36.688212	0.244874	0.01376	0.393961	1.29844	4.393982	0.079733	NA	NA	NA	FIRST_OF_PAIR	24910	24910	1	0	19949	0.800843	2888813	14205	2068863	1991120	0	0.015894	0.007045	0.002342	146	19540	0.979498	0	0.503835	0.161276	0	NA	NA	NA	49820	9326	76	0	0.1	1	190819_M00146_0086_000000000-D6P4J	PROJECT_DEFME	PROJECT_DEFME_0009_Ct_T_PE_307_CM	XYZ	Blood	Medip
CMP-02-01-2_cfMeDIP	BSgenome.Hsapiens.UCSC.hg19	256504	2478381	2473848	2.498161226	0.429562872	591650798	592024269	28617896	0.914003014	0.255813117	2.733208958	1.679205811	34112	247	30870746	86039	237	18	9	34112	0.785409489	17056	0.608955871	Unknown Library	559	19961	0	5161	7	25	16	0.001408	22093519	All Reads	100	22821	40481	34.575206	0.261091	0.067622	0.411421	1.33089	3.888664	0.052245	NA	NA	NA	FIRST_OF_PAIR	22821	22821	1	0	20258	0.887691	2944659	15830	2308044	2223104	0	0.011966	0.005717	0.001367	146	19961	0.985339	0	0.501975	0.098277	0	NA	NA	NA	45642	4602	72	0	0.1	1	190819_M00146_0086_000000000-D6P4J	PROJECT_DEFME	PROJECT_DEFME_0011_Ct_T_PE_308_CM	XYZ	Blood	Medip
