samples	total_reads	pct_uniq_reads	reads_start_point	pf_bases	pct_pf_bases	pct_coding	pct_utr	pct_intronic	pct_intergenic	pct_correct_rs	pct_mrna	pct_usable	med_cv_cov	X5to3_bias	rrna_contam	centre	proj_name	sample_type	tissue_type	rin	dv200	run	miso_id	proj_id
INS-A-012-C2T	189.957316	99.9	4.178	1519.107024	93.8	32.3712	26.3761	18.9415	22.3112	99.4218	58.7473	55.1158	0.442973	0.634062	8.8	XYZ	QUINOA	Tumour	Fresh	9999	9999	180125_NB551051_0044_AH5JCKBGX5	PROJECT_QUINOA_0095_Oc_M_PE_314_WT	PROJECT_QUINOA
INS-A-012-ST	192.53328	99.9	4.517	1539.846544	93	35.7833	26.8079	16.5039	20.9048	99.4676	62.5912	58.2609	0.435836	0.631404	8.5	XYZ	QUINOA	Tumour	Fresh	9999	9999	180125_NB551051_0044_AH5JCKBGX5	PROJECT_QUINOA_0095_Oc_M_PE_316_WT	PROJECT_QUINOA
INS-D-012-AT	210.752079	99.9	2.31	1685.39424	93.1	14.6119	19.9886	45.2713	20.1283	98.3753	34.6005	32.2454	0.471293	0.296813	9.1	XYZ	QUINOA	Tumour	FFPE	9999	9999	180125_NB551051_0044_AH5JCKBGX5	PROJECT_QUINOA_0094_Sk_P_PE_303_WT	PROJECT_QUINOA
WHZ-00604-ARC	200.936286	99.9	3.008	1607.304656	94.2	8.965	14.2409	62.8583	13.9358	98.9782	23.2059	21.8727	0.672129	0.083769	2.4	XYZ	SWISH	Tumour	FFPE	9999	9999	180109_NB551056_0039_AH5JC2BGX5	PROJECT_SWISH_0018_Lv_M_PE_269_WT	PROJECT_SWISH
LB-R02258-1	200.687788	99.8	92.512	1603.876776	90.2	2.3	62.4348	27.5498	7.7155	97.9075	64.7348	58.4156	0.979544	0.497623	22.3	XYZ	PUERH	Tumour	FFPE	9999	9999	180109_NB551056_0039_AH5JC2BGX5	PROJECT_PUERH_0017_Lu_P_PE_267_WT	PROJECT_PUERH
LB-R02261-1	111.420078	99.8	174.376	889.624784	81.9	3.0753	68.8082	19.6938	8.4227	98.3362	71.8835	58.9282	1.578357	9999	48.5	XYZ	PUERH	Tumour	FFPE	9999	9999	180109_NB551056_0039_AH5JC2BGX5	PROJECT_PUERH_0018_Lu_P_PE_271_WT	PROJECT_PUERH
LB-R02262-1	205.022303	99.9	19.629	1639.357456	91.5	5.963	17.2887	61.0252	15.7231	97.8281	23.2517	21.279	0.724724	0.152152	10.5	XYZ	PUERH	Tumour	FFPE	9999	9999	180109_NB551056_0039_AH5JC2BGX5	PROJECT_PUERH_0019_Lu_P_PE_287_WT	PROJECT_PUERH
LB-R02266-1	173.990465	99.9	33.571	1390.944368	88.2	7.2084	22.3982	55.0562	15.3372	98.1443	29.6065	26.1347	0.830393	0.149019	13.7	XYZ	PUERH	Tumour	FFPE	9999	9999	180109_NB551056_0039_AH5JC2BGX5	PROJECT_PUERH_0020_Lu_P_PE_276_WT	PROJECT_PUERH
LB-R02253-1	157.773236	99.8	38.231	1260.704784	90.5	5.366	37.3166	39.2641	18.0533	97.4643	42.6826	38.6306	0.832754	0.294417	36.7	XYZ	PUERH	Tumour	FFPE	9999	9999	180109_NB551051_0043_AH5JT2BGX5	PROJECT_PUERH_0021_Lu_P_PE_302_WT	PROJECT_PUERH
LB-R02254-1	165.752147	99.9	10.675	1325.483056	91.2	10.4404	18.3733	45.1776	26.0087	98.6321	28.8137	26.2872	0.580765	0.176973	10.8	XYZ	PUERH	Tumour	FFPE	9999	9999	180109_NB551051_0043_AH5JT2BGX5	PROJECT_PUERH_0022_Lu_P_PE_264_WT	PROJECT_PUERH
LB-R02256-1	163.373045	99.9	18.091	1306.39608	92.5	5.1339	20.8769	54.8403	19.1489	97.617	26.0108	24.0657	0.781667	0.05897	16	XYZ	PUERH	Tumour	FFPE	9999	9999	180109_NB551051_0043_AH5JT2BGX5	PROJECT_PUERH_0023_Lu_P_PE_276_WT	PROJECT_PUERH
LB-R02257-1	161.467999	99.9	45.506	1290.82156	88	4.5355	17.6301	62.7149	15.1195	97.4642	22.1656	19.5276	1.128088	0.130952	12.1	XYZ	PUERH	Tumour	FFPE	9999	9999	180109_NB551051_0043_AH5JT2BGX5	PROJECT_PUERH_0024_Lu_P_PE_284_WT	PROJECT_PUERH
LB-R02273-1	198.092596	99.8	84.322	1583.128448	90.7	2.262	66.6629	26.6388	4.4363	98.4011	68.9249	62.5278	0.911407	0.497264	18.9	XYZ	PUERH	Tumour	FFPE	9999	9999	180109_NB551051_0043_AH5JT2BGX5	PROJECT_PUERH_0016_Lu_P_PE_250_WT	PROJECT_PUERH
LB-R02271-1	173.097148	99.8	33.655	1383.107216	83.2	4.6093	34.5518	47.2013	13.6377	97.9674	39.1611	32.5825	0.894057	0.263151	22.6	XYZ	PUERH	Tumour	FFPE	9999	9999	180103_NB551056_0038_AH5J7WBGX5	PROJECT_PUERH_0015_Lu_P_PE_267_WT	PROJECT_PUERH
LB-R02720-1	192.128895	99.9	4.31	1536.71716	93.1	12.1074	16.6311	47.4619	23.7997	98.0665	28.7384	26.7725	0.565238	0.148253	5.3	XYZ	PUERH	Tumour	FFPE	9999	9999	180103_NB551056_0038_AH5J7WBGX5	PROJECT_PUERH_0011_Lu_P_PE_286_WT	PROJECT_PUERH
LB-R02722-1	167.845585	99.9	14.874	1341.854864	89.4	9.8601	20.9038	53.1328	16.1033	98.5821	30.7639	27.5154	0.630089	0.15191	11.5	XYZ	PUERH	Tumour	FFPE	9999	9999	180103_NB551056_0038_AH5J7WBGX5	PROJECT_PUERH_0012_Lu_P_PE_271_WT	PROJECT_PUERH
LB-R02724-1	185.024311	99.9	7.009	1479.487968	91.4	8.2532	17.5428	56.7419	17.4621	98.1597	25.796	23.6006	0.632699	0.170978	8.5	XYZ	PUERH	Tumour	FFPE	9999	9999	180103_NB551056_0038_AH5J7WBGX5	PROJECT_PUERH_0013_Lu_P_PE_259_WT	PROJECT_PUERH
LB-R02725-1	194.600202	99.9	2.971	1556.285512	94.1	9.2002	16.3512	50.0507	24.3978	97.6594	25.5515	24.0559	0.549413	0.240116	8.6	XYZ	PUERH	Tumour	FFPE	9999	9999	180103_NB551056_0038_AH5J7WBGX5	PROJECT_PUERH_0014_Lu_P_PE_277_WT	PROJECT_PUERH
LB-R01356-1	65.229519	99.8	770.095	521.10184	25	0.0549	76.0018	11.4046	12.5386	66.9788	76.0567	19.0872	5.19762	9999	20.7	XYZ	PUERH	Tumour	FFPE	9999	9999	180103_NB551051_0042_AH53Y5BGX5	PROJECT_PUERH_0001_Lu_P_PE_263_WT	PROJECT_PUERH
LB-R01371-1	197.916625	99.9	11.104	1582.478568	84.3	9.7559	19.0626	53.3509	17.8306	98.0073	28.8185	24.2997	0.591743	0.423717	10.3	XYZ	PUERH	Tumour	FFPE	9999	9999	180103_NB551051_0042_AH53Y5BGX5	PROJECT_PUERH_0002_Lu_P_PE_260_WT	PROJECT_PUERH
LB-R01383-1	109.28488	99.8	95.562	872.62012	49.1	5.218	50.8978	24.4474	19.4368	97.8096	56.1158	27.592	1.239273	1.194712	28.8	XYZ	PUERH	Tumour	FFPE	9999	9999	180103_NB551051_0042_AH53Y5BGX5	PROJECT_PUERH_0003_Lu_P_PE_261_WT	PROJECT_PUERH
LB-R01437-1	90.414263	99.7	120.184	721.841568	39.7	1.8148	60.0201	18.8407	19.3243	93.5288	61.8349	24.5972	2.292759	9999	28.8	XYZ	PUERH	Tumour	FFPE	9999	9999	180103_NB551051_0042_AH53Y5BGX5	PROJECT_PUERH_0004_Lu_P_PE_254_WT	PROJECT_PUERH
LB-R02694-1	169.964872	99.9	9.676	1358.829224	86.9	9.0984	19.9401	52.1334	18.8281	98.0047	29.0385	25.2415	0.613863	0.243047	12.6	XYZ	PUERH	Tumour	FFPE	9999	9999	180103_NB551051_0042_AH53Y5BGX5	PROJECT_PUERH_0005_Lu_P_PE_272_WT	PROJECT_PUERH
LB-R02697-1	190.273395	99.9	2.234	1521.837072	94	7.0322	14.3156	60.3656	18.2866	97.4545	21.3478	20.0711	0.578974	0.216979	5	XYZ	PUERH	Tumour	FFPE	9999	9999	171130_NB551051_0041_AH5K5NBGX5	PROJECT_PUERH_0006_Lu_P_PE_262_WT	PROJECT_PUERH
LB-R02703-1	168.369171	99.9	4.084	1346.31288	91.4	10.2671	24.4031	44.1759	21.1538	98.4973	34.6702	31.6937	0.532383	0.383821	15	XYZ	PUERH	Tumour	FFPE	9999	9999	171130_NB551051_0041_AH5K5NBGX5	PROJECT_PUERH_0007_Lu_P_PE_268_WT	PROJECT_PUERH
LB-R02717-1	173.415628	99.9	4.048	1386.18544	90.4	6.8823	26.3334	51.4791	15.3052	97.9672	33.2157	30.034	0.585043	0.280408	15.3	XYZ	PUERH	Tumour	FFPE	9999	9999	171130_NB551051_0041_AH5K5NBGX5	PROJECT_PUERH_0008_Lu_P_PE_280_WT	PROJECT_PUERH
LB-R02718-1	164.263263	99.9	5.322	1313.847024	89.7	8.436	13.9582	58.6152	18.9907	97.9296	22.3941	20.0917	0.637813	0.098959	3.3	XYZ	PUERH	Tumour	FFPE	9999	9999	171130_NB551051_0041_AH5K5NBGX5	PROJECT_PUERH_0009_Lu_P_PE_287_WT	PROJECT_PUERH
LB-R02719-1	198.812436	99.9	3.106	1590.313176	94.4	8.1523	13.5554	60.6166	17.6757	98.3962	21.7077	20.4964	0.600524	0.121328	2.7	XYZ	PUERH	Tumour	FFPE	9999	9999	171130_NB551051_0041_AH5K5NBGX5	PROJECT_PUERH_0010_Lu_P_PE_293_WT	PROJECT_PUERH
DEV-00683-ARC	201.916623	99.9	2.273	1615.236864	96.1	8.6415	10.551	64.7753	16.0322	98.5956	19.1926	18.4479	0.616795	0.086812	1.3	XYZ	SWISH	Tumour	FFPE	9999	9999	171129_NB551056_0037_AH557VBGX5	PROJECT_SWISH_0019_Ut_P_PE_278_WT	PROJECT_SWISH
DEV-01178-ARC	191.453269	99.9	1.762	1531.577424	96.3	7.6613	10.3791	62.2791	19.6805	98.0581	18.0404	17.3847	0.593695	0.08338	1.2	XYZ	SWISH	Tumour	FFPE	9999	9999	171129_NB551056_0037_AH557VBGX5	PROJECT_SWISH_0009_Bl_P_PE_293_WT	PROJECT_SWISH
DEV-01296-ARC	193.075136	99.9	1.976	1544.415568	95.7	9.5818	13.7862	61.6335	14.9984	98.23	23.368	22.3841	0.603929	0.108338	3.1	XYZ	SWISH	Tumour	FFPE	9999	9999	171129_NB551056_0037_AH557VBGX5	PROJECT_SWISH_0012_Ln_M_PE_274_WT	PROJECT_SWISH
DEV-01458-ARC	206.18258	99.9	2.062	1649.237424	95.6	8.6793	12.3834	61.8724	17.065	97.2789	21.0627	20.1534	0.571488	0.192153	3.2	XYZ	SWISH	Tumour	FFPE	9999	9999	171129_NB551056_0037_AH557VBGX5	PROJECT_SWISH_0014_Ce_P_PE_299_WT	PROJECT_SWISH
DEV-01602-ARC	216.820533	99.9	2.352	1734.007488	94.8	12.3705	21.049	50.7656	15.8149	98.9533	33.4195	31.682	0.553949	0.19964	8.3	XYZ	SWISH	Tumour	FFPE	9999	9999	171129_NB551056_0037_AH557VBGX5	PROJECT_SWISH_0015_Um_M_PE_299_WT	PROJECT_SWISH
DEV-00726-ARC	220.020614	99.9	2.159	1760.058864	95.5	7.9313	12.3947	62.4886	17.1855	98.3533	20.3259	19.4287	0.633406	0.083425	1.4	XYZ	SWISH	Tumour	FFPE	9999	9999	171129_NB551051_0040_AH53W3BGX5	PROJECT_SWISH_0020_Ag_M_PE_297_WT	PROJECT_SWISH
DEV-00826-ARC	204.980338	99.9	2.453	1639.75544	94.6	9.7182	11.497	62.9099	15.8749	98.1225	21.2152	20.0739	0.594608	0.065954	1.4	XYZ	SWISH	Tumour	FFPE	9999	9999	171129_NB551051_0040_AH53W3BGX5	PROJECT_SWISH_0005_Om_M_PE_303_WT	PROJECT_SWISH
DEV-00867-ARC	226.874575	99.9	2.289	1814.819712	95.2	7.9369	12.0801	61.125	18.858	98.1922	20.017	19.0719	0.568548	0.192406	3.2	XYZ	SWISH	Tumour	FFPE	9999	9999	171129_NB551051_0040_AH53W3BGX5	PROJECT_SWISH_0006_Lv_M_PE_288_WT	PROJECT_SWISH
DEV-00943-ARC	205.58503	99.9	1.83	1644.629904	95.9	8.6681	12.3009	58.3051	20.7259	97.8036	20.9691	20.1194	0.569176	0.073295	1.5	XYZ	SWISH	Tumour	FFPE	9999	9999	171129_NB551051_0040_AH53W3BGX5	PROJECT_SWISH_0007_Bn_M_PE_304_WT	PROJECT_SWISH
DEV-00961-ARC	202.254489	99.9	2.106	1617.916392	95.4	7.2827	9.5638	64.0175	19.136	96.909	16.8465	16.0881	0.594276	0.135972	1.9	XYZ	SWISH	Tumour	FFPE	9999	9999	171129_NB551051_0040_AH53W3BGX5	PROJECT_SWISH_0008_Sk_P_PE_280_WT	PROJECT_SWISH
PROJECT_SQUID-01-0412-TS	192.748387	99.9	2.296	1541.952336	94.6	7.6987	9.5927	60.2957	22.413	97.8866	17.2913	16.3672	0.662227	0.093521	1.2	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	171128_NB551056_0036_AHVCJKBGX3	PROJECT_SQUID_010412_So_P_PE_292_WT	PROJECT_SQUID
PROJECT_SQUID-01-0431-TS	185.986204	99.9	2.421	1487.672712	94.4	14.6733	18.1777	47.8298	19.3193	98.54	32.8509	31.0263	0.582525	0.292175	6.3	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	171128_NB551056_0036_AHVCJKBGX3	PROJECT_SQUID_010431_Bn_M_PE_294_WT	PROJECT_SQUID
PROJECT_SQUID-01-0446-TS	174.676239	99.9	7.342	1397.256264	93.2	9.5145	15.0393	53.0403	22.4059	98.5287	24.5538	22.8877	0.78076	0.102971	2	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	171128_NB551056_0036_AHVCJKBGX3	PROJECT_SQUID_010446_Ce_P_PE_266_WT	PROJECT_SQUID
PROJECT_SQUID-01-0449-TS	167.568129	99.9	7.196	1340.3866	91.2	5.2527	10.7823	55.6828	28.2822	97.0397	16.035	14.6302	0.808122	0.307102	4.3	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	171128_NB551056_0036_AHVCJKBGX3	PROJECT_SQUID_010449_Co_P_PE_262_WT	PROJECT_SQUID
PROJECT_SQUID-01-0477-TS	187.75147	99.9	2.607	1501.954368	92.3	10.5415	11.8088	60.3516	17.2981	98.2553	22.3503	20.6309	0.627603	0.118381	1.6	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	171128_NB551056_0036_AHVCJKBGX3	PROJECT_SQUID_010477_Co_M_PE_312_WT	PROJECT_SQUID
PROJECT_SQUID-01-0272-TS	176.434251	99.9	2.035	1411.43952	94.9	12.1923	12.5396	56.5893	18.6787	98.1249	24.7319	23.4926	0.631357	0.165608	1.8	XYZ	PROJECT_SQUIDANE	Tumour	empty	9999	9999	171128_NB551051_0039_AHTN5CBGX3	PROJECT_SQUID_010272_Br_P_PE_291_WT	PROJECT_SQUID
PROJECT_SQUID-01-0307-TS	211.503286	99.9	2.557	1691.980512	94.7	10.4217	13.0469	56.5949	19.9364	97.9972	23.4687	22.242	0.661092	0.14812	2	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	171128_NB551051_0039_AHTN5CBGX3	PROJECT_SQUID_010307_Br_P_PE_309_WT	PROJECT_SQUID
PROJECT_SQUID-01-0352-TS	190.726163	99.9	2.788	1525.738304	94.9	11.0758	12.1023	60.6656	16.1564	98.1736	23.1781	22.0166	0.646274	0.125408	2	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	171128_NB551051_0039_AHTN5CBGX3	PROJECT_SQUID_010352_Ce_P_PE_297_WT	PROJECT_SQUID
PROJECT_SQUID-01-0373-TS	216.458397	99.9	2.399	1731.64136	95.2	7.069	10.8724	57.8441	24.2144	98.0199	17.9415	17.0841	0.718366	0.066054	0.8	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	171128_NB551051_0039_AHTN5CBGX3	PROJECT_SQUID_010373_Ag_P_PE_296_WT	PROJECT_SQUID
PROJECT_SQUID-01-0380-TS	188.655683	99.9	2.607	1509.191856	95.5	12.0412	12.4538	60.8369	14.6681	98.591	24.495	23.4149	0.669317	0.106589	2.1	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	171128_NB551051_0039_AHTN5CBGX3	PROJECT_SQUID_010380_So_M_PE_289_WT	PROJECT_SQUID
PROJECT_SQUID-01-0209-TS	200.966282	99.9	16.956	1607.435248	90.1	6.1063	10.7707	70.1357	12.9873	97.6858	16.877	15.2163	0.883537	0.079213	2.5	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	171127_NB551056_0035_AHV2M3BGX3	PROJECT_SQUID_010209_Ce_P_PE_268_WT	PROJECT_SQUID
PROJECT_SQUID-01-0210-TS	208.398753	99.9	4.275	1667.118624	93.7	6.3844	9.8859	66.4164	17.3133	97.4664	16.2703	15.2532	0.765197	0.079814	0.9	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	171127_NB551056_0035_AHV2M3BGX3	PROJECT_SQUID_010210_Lv_M_PE_278_WT	PROJECT_SQUID
PROJECT_SQUID-01-0226-TS	185.726664	99.9	7.513	1485.708208	92.1	7.7853	13.5419	63.4747	15.198	98.6184	21.3272	19.6441	0.868922	0.047987	1.2	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	171127_NB551056_0035_AHV2M3BGX3	PROJECT_SQUID_010226_Ov_P_PE_263_WT	PROJECT_SQUID
PROJECT_SQUID-01-0230-TS	189.216677	99.9	4.422	1513.529856	92.4	6.7302	13.1668	62.6848	17.4182	97.5548	19.897	18.3996	0.70143	0.154787	2.9	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	171127_NB551056_0035_AHV2M3BGX3	PROJECT_SQUID_010230_Br_P_PE_269_WT	PROJECT_SQUID
PROJECT_SQUID-01-0241-TS	187.110615	99.9	2.428	1496.7564	95.4	11.5727	14.2872	52.6523	21.4878	98.4147	25.8599	24.6868	0.610764	0.14368	4.8	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	171127_NB551056_0035_AHV2M3BGX3	PROJECT_SQUID_010241_So_P_PE_282_WT	PROJECT_SQUID
PROJECT_SQUID-01-0014-TS	203.51923	99.9	4.074	1627.394128	94.2	8.8395	19.3407	54.3726	17.4471	98.0274	28.1802	26.5519	0.629406	0.345283	11.1	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	171127_NB551051_0038_AHTN7JBGX3	PROJECT_SQUID_010014_Ov_P_PE_279_WT	PROJECT_SQUID
PROJECT_SQUID-01-0047-TS	185.939995	99.9	2.805	1487.336112	94.8	11.5147	15.1665	56.0277	17.2911	98.4466	26.6811	25.2973	0.625263	0.229592	5.7	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	171127_NB551051_0038_AHTN7JBGX3	PROJECT_SQUID_010047_Lu_M_PE_282_WT	PROJECT_SQUID
PROJECT_SQUID-01-0049-TS	195.450443	99.9	3.166	1563.45752	94.9	10.3832	12.6556	60.1833	16.7779	97.8923	23.0388	21.8855	0.698034	0.166465	2.9	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	171127_NB551051_0038_AHTN7JBGX3	PROJECT_SQUID_010049_Br_P_PE_276_WT	PROJECT_SQUID
PROJECT_SQUID-01-0081-TS	164.665347	99.9	5.143	1317.191904	91.1	11.535	13.9296	57.3845	17.1509	98.8603	25.4646	23.2122	0.699801	0.107823	2.6	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	171127_NB551051_0038_AHTN7JBGX3	PROJECT_SQUID_010081_Ab_M_PE_262_WT	PROJECT_SQUID
PROJECT_SQUID-01-0111-TS	191.98174	99.9	8.463	1535.65008	92.5	7.2169	12.0568	63.1671	17.5593	97.9159	19.2737	17.8443	0.819861	0.077324	2.4	XYZ	PROJECT_SQUIDANE	Tumour	empty	9999	9999	171127_NB551051_0038_AHTN7JBGX3	PROJECT_SQUID_010111_Om_M_PE_276_WT	PROJECT_SQUID
WHZ-00510-ARC	92.553904	99.9	1.678	740.324032	95.3	10.1714	15.4163	58.6147	15.7976	98.7238	25.5877	24.3959	0.642111	0.102604	3.1	XYZ	SWISH	Tumour	FFPE	9999	9999	171123_NB551056_0034_AHL5HTAFXX	PROJECT_SWISH_0002_Sb_P_PE_294_WT	PROJECT_SWISH
WHZ-00518-ARC	79.442662	99.9	1.892	635.446816	94.1	5.7277	12.0573	66.7013	15.5137	98.2161	17.785	16.7523	0.750487	0.094136	2.7	XYZ	SWISH	Tumour	FFPE	9999	9999	171123_NB551056_0034_AHL5HTAFXX	PROJECT_SWISH_0003_Ut_P_PE_272_WT	PROJECT_SWISH
WHZ-00555-ARC	78.916079	99.9	1.535	631.277056	94.9	9.4275	12.5324	61.1642	16.8758	98.4357	21.9599	20.8484	0.613955	0.127149	2.5	XYZ	SWISH	Tumour	FFPE	9999	9999	171123_NB551056_0034_AHL5HTAFXX	PROJECT_SWISH_0004_Ov_P_PE_289_WT	PROJECT_SWISH
WHZ-00603-ARC	81.091522	99.9	1.484	648.698304	96.1	8.1579	11.4512	59.877	20.5139	98.0754	19.6091	18.8553	0.606862	0.095333	1.7	XYZ	SWISH	Tumour	FFPE	9999	9999	171123_NB551056_0034_AHL5HTAFXX	PROJECT_SWISH_0017_Co_P_PE_290_WT	PROJECT_SWISH
INS-E-035-AT	57.220802	99.9	1.406	457.763536	94.2	6.9054	8.6551	66.266	18.1735	97.2056	15.5605	14.6588	0.725563	0.125	0.4	XYZ	QUINOA	Tumour	empty	9999	9999	171123_NB551056_0034_AHL5HTAFXX	PROJECT_QUINOA_0089_Sk_P_PE_286_WT	PROJECT_QUINOA
WHZ-00278-ARC	85.833625	99.9	1.885	686.412928	94.4	7.5075	18.4425	57.3895	16.6605	98.3474	25.95	24.5122	0.656595	0.179439	7.4	XYZ	SWISH	Tumour	FFPE	9999	9999	171122_NB551056_0033_AHKMWKAFXX	PROJECT_SWISH_0001_Lu_M_PE_292_WT	PROJECT_SWISH
INS-A-015-AT	69.141764	99.9	2.295	553.108304	94.5	8.5756	11.5803	60.9699	18.8742	97.7272	20.1559	19.0617	0.712432	0.120856	1.9	XYZ	QUINOA	Tumour	FFPE	9999	9999	171122_NB551056_0033_AHKMWKAFXX	PROJECT_QUINOA_0085_Oc_P_PE_290_WT	PROJECT_QUINOA
INS-B-021-AT	66.802141	99.9	1.595	534.390528	95	4.5521	11.447	68.5505	15.4503	98.375	15.9991	15.2086	0.840748	0.033838	0.8	XYZ	QUINOA	Tumour	FFPE	9999	9999	171122_NB551056_0033_AHKMWKAFXX	PROJECT_QUINOA_0087_Br_P_PE_271_WT	PROJECT_QUINOA
INS-E-033-AT	64.871321	99.9	1.447	518.96368	93.8	7.3669	8.0707	66.783	17.7794	97.4076	15.4376	14.4938	0.675866	0.086872	0.8	XYZ	QUINOA	Tumour	FFPE	9999	9999	171122_NB551056_0033_AHKMWKAFXX	PROJECT_QUINOA_0086_Sk_P_PE_300_WT	PROJECT_QUINOA
INS-E-034-AT	64.720959	99.9	1.557	517.76176	94.3	8.5912	9.8816	60.4403	21.0869	97.7722	18.4728	17.4223	0.67465	0.072338	0.6	XYZ	QUINOA	Tumour	empty	9999	9999	171122_NB551056_0033_AHKMWKAFXX	PROJECT_QUINOA_0088_Sk_P_PE_304_WT	PROJECT_QUINOA
INS-A-013-AT	71.097441	99.9	1.486	568.743696	94.9	12.1148	13.9618	55.6224	18.3009	98.3766	26.0767	24.7484	0.567091	0.115802	2.3	XYZ	QUINOA	Tumour	FFPE	9999	9999	171121_NB551056_0032_AHKN7GAFXX	PROJECT_QUINOA_0083_Oc_P_PE_292_WT	PROJECT_QUINOA
INS-A-014-AT	70.956516	99.9	1.589	567.608608	88.3	13.3474	13.8952	50.8794	21.878	98.2996	27.2426	24.0562	0.547348	0.230648	3.2	XYZ	QUINOA	Tumour	FFPE	9999	9999	171121_NB551056_0032_AHKN7GAFXX	PROJECT_QUINOA_0081_Oc_P_PE_289_WT	PROJECT_QUINOA
INS-A-018-AT	70.791283	99.9	1.562	566.286512	95.4	12.833	14.5275	55.8292	16.8103	98.9472	27.3605	26.1136	0.588447	0.11236	3.4	XYZ	QUINOA	Tumour	FFPE	9999	9999	171121_NB551056_0032_AHKN7GAFXX	PROJECT_QUINOA_0082_Oc_P_PE_285_WT	PROJECT_QUINOA
INS-B-020-AT	70.000859	99.9	1.463	559.985552	96	9.4254	11.6461	58.4193	20.5092	97.916	21.0715	20.2469	0.577882	0.109803	1.6	XYZ	QUINOA	Tumour	FFPE	9999	9999	171121_NB551056_0032_AHKN7GAFXX	PROJECT_QUINOA_0084_Br_P_PE_303_WT	PROJECT_QUINOA
INS-E-004-AT	67.162051	99.9	1.407	537.272048	94	8.8694	11.6166	58.0578	21.4562	97.1427	20.486	19.2605	0.582986	0.128248	1.5	XYZ	QUINOA	Tumour	empty	9999	9999	171121_NB551056_0032_AHKN7GAFXX	PROJECT_QUINOA_0072_nn_P_PE_296_WT	PROJECT_QUINOA
INS-E-002-AT	53.072025	99.9	1.426	424.557792	93.1	8.8271	10.5601	59.0723	21.5405	97.4391	19.3872	18.057	0.565106	0.14272	1.8	XYZ	QUINOA	Tumour	empty	9999	9999	171116_NB551056_0031_AHKNYWAFXX	PROJECT_QUINOA_0070_nn_P_PE_293_WT	PROJECT_QUINOA
INS-E-003-AT	52.468746	99.9	1.568	419.7236	93.3	9.2731	9.9712	66.5071	14.2486	97.713	19.2443	17.9593	0.593478	0.167285	1.6	XYZ	QUINOA	Tumour	empty	9999	9999	171116_NB551056_0031_AHKNYWAFXX	PROJECT_QUINOA_0071_nn_P_PE_281_WT	PROJECT_QUINOA
INS-E-027-C2T	56.022684	99.9	2.179	448.16432	95.2	28.5198	20.6036	32.5401	18.3365	99.2309	49.1234	46.7719	0.511649	0.285432	2.9	XYZ	QUINOA	Tumour	Fresh	9999	9999	171116_NB551056_0031_AHKNYWAFXX	PROJECT_QUINOA_0051_nn_M_PE_304_WT	PROJECT_QUINOA
INS-E-028-C2T-R	60.346902	99.9	2.271	482.7508	94.9	31.5138	21.8983	27.6131	18.9748	99.3536	53.4122	50.7194	0.518125	0.275783	2.1	XYZ	QUINOA	Tumour	Fresh	9999	9999	171116_NB551056_0031_AHKNYWAFXX	PROJECT_QUINOA_0043_nn_M_PE_317_WT	PROJECT_QUINOA
INS-E-028-ST	66.357798	99.9	2.632	530.793568	95.3	32.0314	23.7808	21.8132	22.3747	99.3556	55.8121	53.2084	0.502313	0.395816	5.1	XYZ	QUINOA	Tumour	Fresh	9999	9999	171116_NB551056_0031_AHKNYWAFXX	PROJECT_QUINOA_0043_nn_M_PE_322_WT	PROJECT_QUINOA
INS-D-008-C2T	70.869446	99.9	3.059	566.913392	94	35.8208	25.3111	16.1767	22.6915	99.5747	61.1318	57.5175	0.490266	0.513947	2.5	XYZ	QUINOA	Tumour	empty	9999	9999	171113_NB551051_0033_AHKMW5AFXX	PROJECT_QUINOA_0050_Sk_M_PE_300_WT	PROJECT_QUINOA
INS-D-008-ST	74.255342	99.9	3.218	593.914672	93.7	31.97	29.0041	16.1354	22.8906	99.4695	60.974	57.1857	0.475232	0.609411	7.5	XYZ	QUINOA	Tumour	empty	9999	9999	171113_NB551051_0033_AHKMW5AFXX	PROJECT_QUINOA_0050_Sk_M_PE_296_WT	PROJECT_QUINOA
